"V1","V2","V3","V4"
0.380393281763861,0.615489258986043,0,0.00280883399403898
-0.380393281763861,0.615489258986043,0,0.00280883399403898
0.380393281763861,-0.615489258986043,0,0.00280883399403898
-0.380393281763861,-0.615489258986043,0,0.00280883399403898
0,0.380393281763861,0.615489258986043,0.00280883399403898
0,-0.380393281763861,0.615489258986043,0.00280883399403898
0,0.380393281763861,-0.615489258986043,0.00280883399403898
0,-0.380393281763861,-0.615489258986043,0.00280883399403898
0.615489258986043,0,0.380393281763861,0.00280883399403898
0.615489258986043,0,-0.380393281763861,0.00280883399403898
-0.615489258986043,0,0.380393281763861,0.00280883399403898
-0.615489258986043,0,-0.380393281763861,0.00280883399403898
-0.109334546075527,0.112324494300119,0.706367639231123,0.0032133060891806
0.228525162032585,0.185988346101616,0.660840875075563,0.0032133060891806
-0.296097627651802,0.362895357796361,0.551506329000036,0.0032133060891806
0.250570863496241,0.482085973753418,0.477842477198539,0.0032133060891806
-0.0736638518014971,0.591420519828945,0.410270011579321,0.0032133060891806
-0.109334546075527,-0.112324494300119,-0.706367639231123,0.0032133060891806
0.228525162032585,-0.185988346101616,-0.660840875075563,0.0032133060891806
-0.296097627651802,-0.362895357796361,-0.551506329000036,0.0032133060891806
0.250570863496241,-0.482085973753418,-0.477842477198539,0.0032133060891806
-0.0736638518014971,-0.591420519828945,-0.410270011579321,0.0032133060891806
0.109334546075527,-0.112324494300119,0.706367639231123,0.0032133060891806
-0.228525162032585,-0.185988346101616,0.660840875075563,0.0032133060891806
0.296097627651802,-0.362895357796361,0.551506329000036,0.0032133060891806
-0.250570863496241,-0.482085973753418,0.477842477198539,0.0032133060891806
0.0736638518014971,-0.591420519828945,0.410270011579321,0.0032133060891806
0.109334546075527,0.112324494300119,-0.706367639231123,0.0032133060891806
-0.228525162032585,0.185988346101616,-0.660840875075563,0.0032133060891806
0.296097627651802,0.362895357796361,-0.551506329000036,0.0032133060891806
-0.250570863496241,0.482085973753418,-0.477842477198539,0.0032133060891806
0.0736638518014971,0.591420519828945,-0.410270011579321,0.0032133060891806
0.112324494300119,0.706367639231123,-0.109334546075527,0.0032133060891806
0.185988346101616,0.660840875075563,0.228525162032585,0.0032133060891806
0.362895357796361,0.551506329000036,-0.296097627651802,0.0032133060891806
0.482085973753418,0.477842477198539,0.250570863496241,0.0032133060891806
0.591420519828945,0.410270011579321,-0.0736638518014971,0.0032133060891806
0.112324494300119,-0.706367639231123,0.109334546075527,0.0032133060891806
0.185988346101616,-0.660840875075563,-0.228525162032585,0.0032133060891806
0.362895357796361,-0.551506329000036,0.296097627651802,0.0032133060891806
0.482085973753418,-0.477842477198539,-0.250570863496241,0.0032133060891806
0.591420519828945,-0.410270011579321,0.0736638518014971,0.0032133060891806
-0.112324494300119,-0.706367639231123,-0.109334546075527,0.0032133060891806
-0.185988346101616,-0.660840875075563,0.228525162032585,0.0032133060891806
-0.362895357796361,-0.551506329000036,-0.296097627651802,0.0032133060891806
-0.482085973753418,-0.477842477198539,0.250570863496241,0.0032133060891806
-0.591420519828945,-0.410270011579321,-0.0736638518014971,0.0032133060891806
-0.112324494300119,0.706367639231123,0.109334546075527,0.0032133060891806
-0.185988346101616,0.660840875075563,-0.228525162032585,0.0032133060891806
-0.362895357796361,0.551506329000036,0.296097627651802,0.0032133060891806
-0.482085973753418,0.477842477198539,-0.250570863496241,0.0032133060891806
-0.591420519828945,0.410270011579321,0.0736638518014971,0.0032133060891806
0.706367639231123,-0.109334546075527,0.112324494300119,0.0032133060891806
0.660840875075563,0.228525162032585,0.185988346101616,0.0032133060891806
0.551506329000036,-0.296097627651802,0.362895357796361,0.0032133060891806
0.477842477198539,0.250570863496241,0.482085973753418,0.0032133060891806
0.410270011579321,-0.0736638518014971,0.591420519828945,0.0032133060891806
0.706367639231123,0.109334546075527,-0.112324494300119,0.0032133060891806
0.660840875075563,-0.228525162032585,-0.185988346101616,0.0032133060891806
0.551506329000036,0.296097627651802,-0.362895357796361,0.0032133060891806
0.477842477198539,-0.250570863496241,-0.482085973753418,0.0032133060891806
0.410270011579321,0.0736638518014971,-0.591420519828945,0.0032133060891806
-0.706367639231123,0.109334546075527,0.112324494300119,0.0032133060891806
-0.660840875075563,-0.228525162032585,0.185988346101616,0.0032133060891806
-0.551506329000036,0.296097627651802,0.362895357796361,0.0032133060891806
-0.477842477198539,-0.250570863496241,0.482085973753418,0.0032133060891806
-0.410270011579321,0.0736638518014971,0.591420519828945,0.0032133060891806
-0.706367639231123,-0.109334546075527,-0.112324494300119,0.0032133060891806
-0.660840875075563,0.228525162032585,-0.185988346101616,0.0032133060891806
-0.551506329000036,-0.296097627651802,-0.362895357796361,0.0032133060891806
-0.477842477198539,0.250570863496241,-0.482085973753418,0.0032133060891806
-0.410270011579321,-0.0736638518014971,-0.591420519828945,0.0032133060891806
0.772064153946091,1.24922604258021,0,0.00236617658836681
-0.772064153946091,1.24922604258021,0,0.00236617658836681
0.772064153946091,-1.24922604258021,0,0.00236617658836681
-0.772064153946091,-1.24922604258021,0,0.00236617658836681
0,0.772064153946091,1.24922604258021,0.00236617658836681
0,-0.772064153946091,1.24922604258021,0.00236617658836681
0,0.772064153946091,-1.24922604258021,0.00236617658836681
0,-0.772064153946091,-1.24922604258021,0.00236617658836681
1.24922604258021,0,0.772064153946091,0.00236617658836681
1.24922604258021,0,-0.772064153946091,0.00236617658836681
-1.24922604258021,0,0.772064153946091,0.00236617658836681
-1.24922604258021,0,-0.772064153946091,0.00236617658836681
-0.221910553786498,0.227979093787147,1.43367709132261,0.00270690601709163
0.463825452074119,0.377490723313871,1.34127382256171,0.00270690601709163
-0.600973716776486,0.736549541802735,1.11936326877521,0.00270690601709163
0.508570448015588,0.978464440090357,0.96985163924849,0.00270690601709163
-0.149511629526724,1.20037499387685,0.832703374546123,0.00270690601709163
-0.221910553786498,-0.227979093787147,-1.43367709132261,0.00270690601709163
0.463825452074119,-0.377490723313871,-1.34127382256171,0.00270690601709163
-0.600973716776486,-0.736549541802735,-1.11936326877521,0.00270690601709163
0.508570448015588,-0.978464440090357,-0.96985163924849,0.00270690601709163
-0.149511629526724,-1.20037499387685,-0.832703374546123,0.00270690601709163
0.221910553786498,-0.227979093787147,1.43367709132261,0.00270690601709163
-0.463825452074119,-0.377490723313871,1.34127382256171,0.00270690601709163
0.600973716776486,-0.736549541802735,1.11936326877521,0.00270690601709163
-0.508570448015588,-0.978464440090357,0.96985163924849,0.00270690601709163
0.149511629526724,-1.20037499387685,0.832703374546123,0.00270690601709163
0.221910553786498,0.227979093787147,-1.43367709132261,0.00270690601709163
-0.463825452074119,0.377490723313871,-1.34127382256171,0.00270690601709163
0.600973716776486,0.736549541802735,-1.11936326877521,0.00270690601709163
-0.508570448015588,0.978464440090357,-0.96985163924849,0.00270690601709163
0.149511629526724,1.20037499387685,-0.832703374546123,0.00270690601709163
0.227979093787147,1.43367709132261,-0.221910553786498,0.00270690601709163
0.377490723313871,1.34127382256171,0.463825452074119,0.00270690601709163
0.736549541802735,1.11936326877521,-0.600973716776486,0.00270690601709163
0.978464440090357,0.96985163924849,0.508570448015588,0.00270690601709163
1.20037499387685,0.832703374546123,-0.149511629526724,0.00270690601709163
0.227979093787147,-1.43367709132261,0.221910553786498,0.00270690601709163
0.377490723313871,-1.34127382256171,-0.463825452074119,0.00270690601709163
0.736549541802735,-1.11936326877521,0.600973716776486,0.00270690601709163
0.978464440090357,-0.96985163924849,-0.508570448015588,0.00270690601709163
1.20037499387685,-0.832703374546123,0.149511629526724,0.00270690601709163
-0.227979093787147,-1.43367709132261,-0.221910553786498,0.00270690601709163
-0.377490723313871,-1.34127382256171,0.463825452074119,0.00270690601709163
-0.736549541802735,-1.11936326877521,-0.600973716776486,0.00270690601709163
-0.978464440090357,-0.96985163924849,0.508570448015588,0.00270690601709163
-1.20037499387685,-0.832703374546123,-0.149511629526724,0.00270690601709163
-0.227979093787147,1.43367709132261,0.221910553786498,0.00270690601709163
-0.377490723313871,1.34127382256171,-0.463825452074119,0.00270690601709163
-0.736549541802735,1.11936326877521,0.600973716776486,0.00270690601709163
-0.978464440090357,0.96985163924849,-0.508570448015588,0.00270690601709163
-1.20037499387685,0.832703374546123,0.149511629526724,0.00270690601709163
1.43367709132261,-0.221910553786498,0.227979093787147,0.00270690601709163
1.34127382256171,0.463825452074119,0.377490723313871,0.00270690601709163
1.11936326877521,-0.600973716776486,0.736549541802735,0.00270690601709163
0.96985163924849,0.508570448015588,0.978464440090357,0.00270690601709163
0.832703374546123,-0.149511629526724,1.20037499387685,0.00270690601709163
1.43367709132261,0.221910553786498,-0.227979093787147,0.00270690601709163
1.34127382256171,-0.463825452074119,-0.377490723313871,0.00270690601709163
1.11936326877521,0.600973716776486,-0.736549541802735,0.00270690601709163
0.96985163924849,-0.508570448015588,-0.978464440090357,0.00270690601709163
0.832703374546123,0.149511629526724,-1.20037499387685,0.00270690601709163
-1.43367709132261,0.221910553786498,0.227979093787147,0.00270690601709163
-1.34127382256171,-0.463825452074119,0.377490723313871,0.00270690601709163
-1.11936326877521,0.600973716776486,0.736549541802735,0.00270690601709163
-0.96985163924849,-0.508570448015588,0.978464440090357,0.00270690601709163
-0.832703374546123,0.149511629526724,1.20037499387685,0.00270690601709163
-1.43367709132261,-0.221910553786498,-0.227979093787147,0.00270690601709163
-1.34127382256171,0.463825452074119,-0.377490723313871,0.00270690601709163
-1.11936326877521,-0.600973716776486,-0.736549541802735,0.00270690601709163
-0.96985163924849,0.508570448015588,-0.978464440090357,0.00270690601709163
-0.832703374546123,-0.149511629526724,-1.20037499387685,0.00270690601709163
1.19161193141356,1.92806860642705,0,0.000314946847546136
-1.19161193141356,1.92806860642705,0,0.000314946847546136
1.19161193141356,-1.92806860642705,0,0.000314946847546136
-1.19161193141356,-1.92806860642705,0,0.000314946847546136
0,1.19161193141356,1.92806860642705,0.000314946847546136
0,-1.19161193141356,1.92806860642705,0.000314946847546136
0,1.19161193141356,-1.92806860642705,0.000314946847546136
0,-1.19161193141356,-1.92806860642705,0.000314946847546136
1.92806860642705,0,1.19161193141356,0.000314946847546136
1.92806860642705,0,-1.19161193141356,0.000314946847546136
-1.92806860642705,0,1.19161193141356,0.000314946847546136
-1.92806860642705,0,-1.19161193141356,0.000314946847546136
-0.3424990815168,0.351865329948455,2.21275229407115,0.000360299193592779
0.715873078629424,0.582623150679461,2.07013611768953,0.000360299193592779
-0.927549152122427,1.13679830568926,1.72763703617273,0.000360299193592779
0.78493297574081,1.51017230280189,1.49687921544172,0.000360299193592779
-0.230757820731006,1.85267138431869,1.28520314194872,0.000360299193592779
-0.3424990815168,-0.351865329948455,-2.21275229407115,0.000360299193592779
0.715873078629424,-0.582623150679461,-2.07013611768953,0.000360299193592779
-0.927549152122427,-1.13679830568926,-1.72763703617273,0.000360299193592779
0.78493297574081,-1.51017230280189,-1.49687921544172,0.000360299193592779
-0.230757820731006,-1.85267138431869,-1.28520314194872,0.000360299193592779
0.3424990815168,-0.351865329948455,2.21275229407115,0.000360299193592779
-0.715873078629424,-0.582623150679461,2.07013611768953,0.000360299193592779
0.927549152122427,-1.13679830568926,1.72763703617273,0.000360299193592779
-0.78493297574081,-1.51017230280189,1.49687921544172,0.000360299193592779
0.230757820731006,-1.85267138431869,1.28520314194872,0.000360299193592779
0.3424990815168,0.351865329948455,-2.21275229407115,0.000360299193592779
-0.715873078629424,0.582623150679461,-2.07013611768953,0.000360299193592779
0.927549152122427,1.13679830568926,-1.72763703617273,0.000360299193592779
-0.78493297574081,1.51017230280189,-1.49687921544172,0.000360299193592779
0.230757820731006,1.85267138431869,-1.28520314194872,0.000360299193592779
0.351865329948455,2.21275229407115,-0.3424990815168,0.000360299193592779
0.582623150679461,2.07013611768953,0.715873078629424,0.000360299193592779
1.13679830568926,1.72763703617273,-0.927549152122427,0.000360299193592779
1.51017230280189,1.49687921544172,0.78493297574081,0.000360299193592779
1.85267138431869,1.28520314194872,-0.230757820731006,0.000360299193592779
0.351865329948455,-2.21275229407115,0.3424990815168,0.000360299193592779
0.582623150679461,-2.07013611768953,-0.715873078629424,0.000360299193592779
1.13679830568926,-1.72763703617273,0.927549152122427,0.000360299193592779
1.51017230280189,-1.49687921544172,-0.78493297574081,0.000360299193592779
1.85267138431869,-1.28520314194872,0.230757820731006,0.000360299193592779
-0.351865329948455,-2.21275229407115,-0.3424990815168,0.000360299193592779
-0.582623150679461,-2.07013611768953,0.715873078629424,0.000360299193592779
-1.13679830568926,-1.72763703617273,-0.927549152122427,0.000360299193592779
-1.51017230280189,-1.49687921544172,0.78493297574081,0.000360299193592779
-1.85267138431869,-1.28520314194872,-0.230757820731006,0.000360299193592779
-0.351865329948455,2.21275229407115,0.3424990815168,0.000360299193592779
-0.582623150679461,2.07013611768953,-0.715873078629424,0.000360299193592779
-1.13679830568926,1.72763703617273,0.927549152122427,0.000360299193592779
-1.51017230280189,1.49687921544172,-0.78493297574081,0.000360299193592779
-1.85267138431869,1.28520314194872,0.230757820731006,0.000360299193592779
2.21275229407115,-0.3424990815168,0.351865329948455,0.000360299193592779
2.07013611768953,0.715873078629424,0.582623150679461,0.000360299193592779
1.72763703617273,-0.927549152122427,1.13679830568926,0.000360299193592779
1.49687921544172,0.78493297574081,1.51017230280189,0.000360299193592779
1.28520314194872,-0.230757820731006,1.85267138431869,0.000360299193592779
2.21275229407115,0.3424990815168,-0.351865329948455,0.000360299193592779
2.07013611768953,-0.715873078629424,-0.582623150679461,0.000360299193592779
1.72763703617273,0.927549152122427,-1.13679830568926,0.000360299193592779
1.49687921544172,-0.78493297574081,-1.51017230280189,0.000360299193592779
1.28520314194872,0.230757820731006,-1.85267138431869,0.000360299193592779
